"id","nida","phone_number","quality_status"
"1351","20040513000000001351","+255710001351","VALID"
"1352","20190311000000001352","+255710001352","VALID"
"1353","20070816000000001353","+255710001353","WARNING"
"1354","20090124000000001354","+255710001354","VALID"
"1355","19840302000000001355","+255710001355","VALID"
"1356","19780217000000001356","+255710001356","VALID"
"1357","19930122000000001357","+255710001357","VALID"
"1358","20020929000000001358","+255710001358","VALID"
"1359","20160412000000001359","+255710001359","VALID"
"1360","20170815000000001360","+255710001360","VALID"
"1361","20050507000000001361","+255710001361","VALID"
"1362","19831206000000001362","+255710001362","VALID"
"1363","20111017000000001363","+255710001363","VALID"
"1364","19630901000000001364","+255710001364","VALID"
"1365","19940210000000001365","07123","WARNING"
"1366","20040810000000001366","+255710001366","VALID"
"1367","20131117000000001367","+255710001367","VALID"
"1368","20040521000000001368","+255710001368","VALID"
"1369","19950126000000001369","+255710001369","VALID"
"1370","19971014000000001370","+255710001370","VALID"
"1371","19880724000000001371","+255710001371","VALID"
"1372","20120423000000001372","+255710001372","VALID"
"1373","20040113000000001373","+255710001373","VALID"
"1374","19861108000000001374","+255710001374","VALID"
"1375","20070928000000001375","+255710001375","VALID"
"1376","19830820000000001376","+255710001376","VALID"
"1377","20191020000000001377","+255710001377","VALID"
"1378","19960915000000001378","+255710001378","VALID"
"1379","19990628000000001379","+255710001379","VALID"
"1380","19660728000000001380","+255710001380","VALID"
"1381","19970621000000001381","+255710001381","CORRUPTED"
"1382","19720311000000001382","+255710001382","VALID"
"1383","19920924000000001383","+255710001383","VALID"
"1384","19921030000000001384","+255710001384","VALID"
"1385","20170131000000001385","+255710001385","VALID"
"1386","19680102000000001386","+255710001386","VALID"
"1387","20160214000000001387","+255710001387","VALID"
"1388","20040628000000001388","+255710001388","VALID"
"1389","19740609000000001389","+255710001389","VALID"
"1390","19661021000000001390","+255710001390","CORRUPTED"
"1391","19801014000000001391","+255710001391","VALID"
"1392","19921021000000001392","+255710001392","VALID"
"1393","20170609000000001393","+255710001393","VALID"
"1394","19820219000000001394","+255710001394","VALID"
"1395","19851112000000001395","+255710001395","VALID"
"1396","19610629000000001396","+255710001396","VALID"
"1397","20110405000000001397","+255710001397","VALID"
"1398","20011210000000001398","+255710001398","VALID"
"1399","19800428000000001399","+255710001399","VALID"
"1400","19900222000000001400","+255710001400","VALID"
"1401","20090408000000001401","+255710001401","WARNING"
"1402","20180316000000001402","+255710001402","VALID"
"1403","19621228000000001403","+255710001403","WARNING"
"1404","19610704000000001404","+255710001404","VALID"
"1405","19910730000000001405","+255710001405","VALID"
"1406","19850601000000001406","+255710001406","VALID"
"1407","19760713000000001407","+255710001407","VALID"
"1408","20000531000000001408","+255710001408","VALID"
"1409","19850325000000001409","+255710001409","VALID"
"1410","19710118000000001410","+255710001410","VALID"
"1411","19640620000000001411","+255710001411","VALID"
"1412","20090811000000001412","+255710001412","VALID"
"1413","19720828000000001413","+255710001413","VALID"
"1414","19640309000000001414","+255710001414","VALID"
"1415","20160910000000001415","+255710001415","VALID"
"1416","20080610000000001416","+255710001416","VALID"
"1417","20190627000000001417","+255710001417","VALID"
"1418","20040713000000001418","+255710001418","VALID"
"1419","19710308000000001419","+255710001419","VALID"
"1420","19901117000000001420","+255710001420","WARNING"
"1421","19711207000000001421","+255710001421","VALID"
"1422","19710507000000001422","+255710001422","VALID"
"1423","19780602000000001423","+255710001423","VALID"
"1424","19940816000000001424","+255710001424","VALID"
"1425","19780827000000001425","+255710001425","VALID"
"1426","20140103000000001426","+255710001426","VALID"
"1427","19670704000000001427","+255710001427","VALID"
"1428","19640120000000001428","+255710001428","CORRUPTED"
"1429","19770221000000001429","+255710001429","VALID"
"1430","20190525000000001430","+255710001430","VALID"
"1431","20070316000000001431","+255710001431","VALID"
"1432","19820924000000001432","+255710001432","VALID"
"1433","19620323000000001433","+255710001433","VALID"
"1434","19860131000000001434","+255710001434","VALID"
"1435","20061208000000001435","+255710001435","VALID"
"1436","20120929000000001436","+255710001436","VALID"
"1437","20121229000000001437","+255710001437","VALID"
"1438","20140410000000001438","+255710001438","VALID"
"1439","19750813000000001439","+255710001439","VALID"
"1440","20020131000000001440","+255710001440","VALID"
"1441","20021121000000001441","+255710001441","VALID"
"1442","20111231000000001442","+255710001442","VALID"
"1443","19821216000000001443","+255710001443","VALID"
"1444","20100810000000001444","+255710001444","VALID"
"1445","19780131000000001445","+255710001445","VALID"
"1446","20061028000000001446","+255710001446","VALID"
"1447","19810713000000001447","+255710001447","VALID"
"1448","19800407000000001448","+255710001448","VALID"
"1449","20040102000000001449","+255710001449","VALID"
"1450","19650616000000001450","+255710001450","VALID"
"1451","19610408000000001451","+255710001451","CORRUPTED"
"1452","19890307000000001452","+255710001452","VALID"
"1453","19950108000000001453","+255710001453","VALID"
"1454","20190804000000001454","+255710001454","VALID"
"1455","19891007000000001455","+255710001455","VALID"
"1456","19980830000000001456","+255710001456","CORRUPTED"
"1457","19711121000000001457","+255710001457","VALID"
"1458","20050713000000001458","+255710001458","CORRUPTED"
"1459","20170501000000001459","+255710001459","VALID"
"1460","20110618000000001460","+255710001460","WARNING"
"1461","19710317000000001461","+255710001461","VALID"
"1462","20100922000000001462","+255710001462","VALID"
"1463","19840117000000001463","+255710001463","WARNING"
"1464","20010526000000001464","+255710001464","WARNING"
"1465","19960114000000001465","+255710001465","VALID"
"1466","19850430000000001466","+255710001466","VALID"
"1467","19950406000000001467","+255710001467","VALID"
"1468","20081003000000001468","+255710001468","VALID"
"1469","19710907000000001469","+255710001469","VALID"
"1470","20060131000000001470","+255710001470","VALID"
"1471","20120410000000001471","+255710001471","VALID"
"1472","20190420000000001472","+255710001472","WARNING"
"1473","20021222000000001473","+255710001473","WARNING"
"1474","19820613000000001474","+255710001474","VALID"
"1475","19790403000000001475","+255710001475","VALID"
"1476","20190812000000001476","+255710001476","VALID"
"1477","19690825000000001477","+255710001477","VALID"
"1478","19850705000000001478","+255710001478","VALID"
"1479","19890823000000001479","+255710001479","VALID"
"1480","20040703000000001480","+255710001480","VALID"
"1481","19631107000000001481","+255710001481","VALID"
"1482","19710119000000001482","+255710001482","VALID"
"1483","20060224000000001483","+255710001483","VALID"
"1484","19651017000000001484","+255710001484","VALID"
"1485","20040612000000001485","+255710001485","VALID"
"1486","20150824000000001486","+255710001486","VALID"
"1487","19751104000000001487","+255710001487","VALID"
"1488","19700314000000001488","+255710001488","VALID"
"1489","19851126000000001489","+255710001489","VALID"
"1490","20151107000000001490","+255710001490","VALID"
"1491","19860912000000001491","+255710001491","VALID"
"1492","20030531000000001492","+255710001492","VALID"
"1493","19940528000000001493","+255710001493","VALID"
"1494","19870711000000001494","+255710001494","VALID"
"1495","20020917000000001495","+255710001495","VALID"
"1496","19660212000000001496","+255710001496","VALID"
"1497","19870310000000001497","+255710001497","VALID"
"1498","20060525000000001498","+255710001498","VALID"
"1499","20190120000000001499","+255710001499","VALID"
"1500","19730531000000001500","+255710001500","VALID"
"1501","19881210000000001501","+255710001501","VALID"
"1502","19610203000000001502","+255710001502","VALID"
"1503","19751104000000001503","+255710001503","VALID"
"1504","20010301000000001504","+255710001504","VALID"
"1505","19940313000000001505","+255710001505","VALID"
"1506","19870115000000001506","+255710001506","VALID"
"1507","19910913000000001507","+255710001507","VALID"
"1508","19650226000000001508","+255710001508","VALID"
"1509","19930109000000001509","+255710001509","VALID"
"1510","20040708000000001510","+255710001510","VALID"
"1511","20070314000000001511","+255710001511","WARNING"
"1512","19600430000000001512","+255710001512","VALID"
"1513","20031203000000001513","+255710001513","VALID"
"1514","19681220000000001514","+255710001514","VALID"
"1515","20160416000000001515","+255710001515","VALID"
"1516","19600905000000001516","+255710001516","VALID"
"1517","20190905000000001517","+255710001517","VALID"
"1518","19630701000000001518","+255710001518","WARNING"
"1519","19710106000000001519","+255710001519","VALID"
"1520","20190125000000001520","+255710001520","VALID"
"1521","19701121000000001521","+255710001521","VALID"
"1522","20131022000000001522","+255710001522","VALID"
"1523","20111006000000001523","+255710001523","VALID"
"1524","20191115000000001524","+255710001524","VALID"
"1525","19730426000000001525","+255710001525","VALID"
"1526","19720125000000001526","+255710001526","CORRUPTED"
"1527","19670318000000001527","+255710001527","CORRUPTED"
"1528","20131030000000001528","+255710001528","VALID"
"1529","19940205000000001529","+255710001529","VALID"
"1530","19641109000000001530","+255710001530","VALID"
"1531","19900126000000001531","+255710001531","VALID"
"1532","19651110000000001532","+255710001532","CORRUPTED"
"1533","20051123000000001533","+255710001533","VALID"
"1534","20151203000000001534","+255710001534","VALID"
"1535","20151014000000001535","+255710001535","VALID"
"1536","19851016000000001536","+255710001536","WARNING"
"1537","19780917000000001537","+255710001537","VALID"
"1538","20110320000000001538","+255710001538","VALID"
"1539","19880531000000001539","+255710001539","VALID"
"1540","19950301000000001540","+255710001540","VALID"
"1541","20031028000000001541","+255710001541","VALID"
"1542","19780509000000001542","+255710001542","VALID"
"1543","19940713000000001543","+255710001543","VALID"
"1544","19670307000000001544","+255710001544","VALID"
"1545","20081103000000001545","+255710001545","VALID"
"1546","20110401000000001546","+255710001546","WARNING"
"1547","20180409000000001547","+255710001547","VALID"
"1548","19621108000000001548","+255710001548","VALID"
"1549","20021101000000001549","+255710001549","WARNING"
"1550","19810401000000001550","+255710001550","VALID"
"1551","19640618000000001551","+255710001551","VALID"
"1552","19670224000000001552","+255710001552","VALID"
"1553","19850423000000001553","+255710001553","CORRUPTED"
"1554","20120418000000001554","+255710001554","VALID"
"1555","19920130000000001555","+255710001555","VALID"
"1556","19930626000000001556","+255710001556","VALID"
"1557","19701027000000001557","+255710001557","VALID"
"1558","20000221000000001558","+255710001558","VALID"
"1559","19650709000000001559","+255710001559","WARNING"
"1560","19770817000000001560","+255710001560","VALID"
"1561","19850104000000001561","+255710001561","VALID"
"1562","20090315000000001562","+255710001562","VALID"
"1563","20170728000000001563","+255710001563","VALID"
"1564","20021130000000001564","+255710001564","VALID"
"1565","20031203000000001565","+255710001565","VALID"
"1566","20080918000000001566","+255710001566","VALID"
"1567","19601024000000001567","+255710001567","VALID"
"1568","19810311000000001568","+255710001568","VALID"
"1569","19830115000000001569","+255710001569","VALID"
"1570","19630114000000001570","+255710001570","VALID"
"1571","19770110000000001571","+255710001571","WARNING"
"1572","19660121000000001572","+255710001572","VALID"
"1573","20130205000000001573","+255710001573","WARNING"
"1574","19880903000000001574","+255710001574","VALID"
"1575","19810322000000001575","+255710001575","VALID"
"1576","19780517000000001576","+255710001576","CORRUPTED"
"1577","20081028000000001577","+255710001577","VALID"
"1578","19640921000000001578","+255710001578","VALID"
"1579","20100905000000001579","+255710001579","VALID"
"1580","19710828000000001580","+255710001580","VALID"
"1581","19850402000000001581","+255710001581","VALID"
"1582","19800609000000001582","+255710001582","VALID"
"1583","19750116000000001583","+255710001583","VALID"
"1584","19720927000000001584","+255710001584","CORRUPTED"
"1585","20110216000000001585","+255710001585","VALID"
"1586","20101209000000001586","+255710001586","VALID"
"1587","19710131000000001587","+255710001587","VALID"
"1588","20080318000000001588","+255710001588","VALID"
"1589","19951008000000001589","+255710001589","VALID"
"1590","19851125000000001590","+255710001590","VALID"
"1591","19700822000000001591","+255710001591","VALID"
"1592","19850407000000001592","+255710001592","VALID"
"1593","20190702000000001593","+255710001593","WARNING"
"1594","20001206000000001594","+255710001594","VALID"
"1595","19990902000000001595","+255710001595","VALID"
"1596","20150515000000001596","+255710001596","VALID"
"1597","20071108000000001597","+255710001597","WARNING"
"1598","20090613000000001598","+255710001598","VALID"
"1599","19741013000000001599","+255710001599","VALID"
"1600","19910905000000001600","+255710001600","VALID"
"1601","19640920000000001601","+255710001601","VALID"
"1602","19781230000000001602","+255710001602","VALID"
"1603","19640910000000001603","+255710001603","VALID"
"1604","19630708000000001604","+255710001604","VALID"
"1605","20090702000000001605","+255710001605","CORRUPTED"
"1606","19990203000000001606","+255710001606","VALID"
"1607","20000127000000001607","+255710001607","WARNING"
"1608","19890621000000001608","+255710001608","VALID"
"1609","19650706000000001609","+255710001609","VALID"
"1610","19841107000000001610","+255710001610","VALID"
"1611","20130918000000001611","+255710001611","CORRUPTED"
"1612","19660426000000001612","+255710001612","VALID"
"1613","20190428000000001613","+255710001613","VALID"
"1614","19880929000000001614","+255710001614","VALID"
"1615","19810405000000001615","+255710001615","VALID"
"1616","19741019000000001616","+255710001616","VALID"
"1617","19920809000000001617","+255710001617","VALID"
"1618","19870905000000001618","+255710001618","VALID"
"1619","20100721000000001619","+255710001619","VALID"
"1620","20050620000000001620","+255710001620","VALID"
"1621","19780918000000001621","+255710001621","VALID"
"1622","19910911000000001622","+255710001622","VALID"
"1623","19851123000000001623","+255710001623","VALID"
"1624","19980701000000001624","+255710001624","WARNING"
"1625","19980306000000001625","+255710001625","VALID"
"1626","19970726000000001626","+255710001626","VALID"
"1627","19780218000000001627","+255710001627","VALID"
"1628","19740218000000001628","+255710001628","VALID"
"1629","19871112000000001629","+255710001629","VALID"
"1630","19991209000000001630","+255710001630","VALID"
"1631","20150409000000001631","+255710001631","VALID"
"1632","19610706000000001632","+255710001632","VALID"
"1633","20140328000000001633","+255710001633","VALID"
"1634","19721028000000001634","+255710001634","VALID"
"1635","19650130000000001635","+255710001635","VALID"
"1636","19660414000000001636","+255710001636","VALID"
"1637","19950316000000001637","+255710001637","VALID"
"1638","19930509000000001638","+255710001638","WARNING"
"1639","19611109000000001639","+255710001639","VALID"
"1640","19761123000000001640","+255710001640","VALID"
"1641","19971202000000001641","+255710001641","WARNING"
"1642","19900615000000001642","+255710001642","VALID"
"1643","20160924000000001643","+255710001643","VALID"
"1644","20041123000000001644","+255710001644","VALID"
"1645","20060422000000001645","+255710001645","VALID"
"1646","19960908000000001646","+255710001646","VALID"
"1647","19900930000000001647","+255710001647","WARNING"
"1648","19930221000000001648","+255710001648","VALID"
"1649","19680505000000001649","+255710001649","VALID"
"1650","19741029000000001650","+255710001650","VALID"
"1651","20070823000000001651","+255710001651","WARNING"
"1652","20061217000000001652","+255710001652","VALID"
"1653","19660714000000001653","+255710001653","WARNING"
"1654","19810930000000001654","+255710001654","CORRUPTED"
"1655","19961021000000001655","+255710001655","VALID"
"1656","20180207000000001656","+255710001656","WARNING"
"1657","20050424000000001657","+255710001657","VALID"
"1658","19650902000000001658","+255710001658","VALID"
"1659","19690216000000001659","+255710001659","VALID"
"1660","19990808000000001660","+255710001660","VALID"
"1661","19811011000000001661","+255710001661","VALID"
"1662","19731117000000001662","+255710001662","VALID"
"1663","19920221000000001663","+255710001663","VALID"
"1664","20021118000000001664","+255710001664","VALID"
"1665","19870720000000001665","07123","WARNING"
"1666","19960226000000001666","+255710001666","WARNING"
"1667","19881012000000001667","+255710001667","VALID"
"1668","19920702000000001668","+255710001668","VALID"
"1669","20081016000000001669","+255710001669","VALID"
"1670","20000803000000001670","+255710001670","VALID"
"1671","19970326000000001671","+255710001671","WARNING"
"1672","20030523000000001672","+255710001672","VALID"
"1673","20150329000000001673","+255710001673","VALID"
"1674","20180224000000001674","+255710001674","VALID"
"1675","19840414000000001675","+255710001675","VALID"
"1676","20100908000000001676","+255710001676","VALID"
"1677","19841017000000001677","+255710001677","WARNING"
"1678","19890422000000001678","+255710001678","VALID"
"1679","19740123000000001679","+255710001679","VALID"
"1680","19931112000000001680","+255710001680","VALID"
"1681","19920627000000001681","+255710001681","VALID"
"1682","19750623000000001682","+255710001682","VALID"
"1683","20020524000000001683","+255710001683","VALID"
"1684","19711022000000001684","+255710001684","VALID"
"1685","19820315000000001685","+255710001685","VALID"
"1686","20050608000000001686","+255710001686","VALID"
"1687","19730214000000001687","+255710001687","VALID"
"1688","19981031000000001688","+255710001688","VALID"
"1689","20170717000000001689","+255710001689","VALID"
"1690","19830504000000001690","+255710001690","WARNING"
"1691","19731029000000001691","+255710001691","VALID"
"1692","19620923000000001692","+255710001692","VALID"
"1693","19861228000000001693","+255710001693","VALID"
"1694","19980220000000001694","+255710001694","VALID"
"1695","19750105000000001695","+255710001695","VALID"
"1696","19980721000000001696","+255710001696","WARNING"
"1697","20060226000000001697","+255710001697","VALID"
"1698","20020402000000001698","+255710001698","VALID"
"1699","20031017000000001699","+255710001699","VALID"
"1700","19620819000000001700","+255710001700","VALID"
"1701","20120603000000001701","+255710001701","VALID"
"1702","20050817000000001702","+255710001702","VALID"
"1703","19680304000000001703","+255710001703","VALID"
"1704","19891222000000001704","+255710001704","VALID"
"1705","20180925000000001705","+255710001705","VALID"
"1706","20140729000000001706","+255710001706","VALID"
"1707","19961124000000001707","+255710001707","VALID"
"1708","19600624000000001708","+255710001708","VALID"
"1709","19770312000000001709","+255710001709","VALID"
"1710","20090918000000001710","+255710001710","VALID"
"1711","20090717000000001711","+255710001711","VALID"
"1712","19870806000000001712","+255710001712","VALID"
"1713","19630409000000001713","+255710001713","VALID"
"1714","20070501000000001714","+255710001714","VALID"
"1715","20190630000000001715","+255710001715","VALID"
"1716","20160125000000001716","+255710001716","VALID"
"1717","19920227000000001717","+255710001717","VALID"
"1718","19600117000000001718","+255710001718","VALID"
"1719","19650728000000001719","+255710001719","VALID"
"1720","19640210000000001720","+255710001720","VALID"
"1721","19720108000000001721","+255710001721","VALID"
"1722","19720520000000001722","+255710001722","VALID"
"1723","20060605000000001723","+255710001723","VALID"
"1724","20040224000000001724","+255710001724","VALID"
"1725","19680228000000001725","+255710001725","VALID"
"1726","19870811000000001726","+255710001726","WARNING"
"1727","19620622000000001727","+255710001727","VALID"
"1728","20170717000000001728","+255710001728","VALID"
"1729","19730211000000001729","+255710001729","VALID"
"1730","20021025000000001730","+255710001730","VALID"
"1731","19750501000000001731","+255710001731","WARNING"
"1732","20160803000000001732","+255710001732","VALID"
"1733","19980723000000001733","+255710001733","VALID"
"1734","19710317000000001734","+255710001734","VALID"
"1735","20190816000000001735","+255710001735","VALID"
"1736","19940717000000001736","+255710001736","VALID"
"1737","19730618000000001737","+255710001737","VALID"
"1738","19760410000000001738","+255710001738","VALID"
"1739","19621119000000001739","+255710001739","VALID"
"1740","19950830000000001740","+255710001740","VALID"
"1741","19930804000000001741","+255710001741","VALID"
"1742","19681026000000001742","+255710001742","VALID"
"1743","20200319000000001743","+255710001743","VALID"
"1744","20161021000000001744","+255710001744","WARNING"
"1745","19941029000000001745","+255710001745","VALID"
"1746","19800626000000001746","+255710001746","VALID"
"1747","19730601000000001747","+255710001747","VALID"
"1748","19910609000000001748","+255710001748","VALID"
"1749","19991211000000001749","+255710001749","VALID"
"1750","19690910000000001750","+255710001750","VALID"
"1751","19960904000000001751","+255710001751","VALID"
"1752","19790607000000001752","+255710001752","VALID"
"1753","20180601000000001753","+255710001753","VALID"
"1754","20050322000000001754","+255710001754","VALID"
"1755","20070916000000001755","+255710001755","VALID"
"1756","20131102000000001756","+255710001756","VALID"
"1757","19741027000000001757","+255710001757","WARNING"
"1758","20010504000000001758","+255710001758","VALID"
"1759","19790214000000001759","+255710001759","VALID"
"1760","19760502000000001760","+255710001760","VALID"
"1761","19810920000000001761","+255710001761","VALID"
"1762","19631119000000001762","+255710001762","VALID"
"1763","19971009000000001763","+255710001763","VALID"
"1764","19691029000000001764","+255710001764","VALID"
"1765","20020915000000001765","+255710001765","VALID"
"1766","19730508000000001766","+255710001766","VALID"
"1767","20060427000000001767","+255710001767","VALID"
"1768","20080101000000001768","+255710001768","VALID"
"1769","20180812000000001769","+255710001769","VALID"
"1770","20180526000000001770","+255710001770","VALID"
"1771","19801027000000001771","+255710001771","VALID"
"1772","19800813000000001772","+255710001772","VALID"
"1773","20050728000000001773","+255710001773","VALID"
"1774","20100630000000001774","+255710001774","VALID"
"1775","19860829000000001775","+255710001775","VALID"
"1776","20070327000000001776","+255710001776","VALID"
"1777","20140112000000001777","+255710001777","VALID"
"1778","19740131000000001778","+255710001778","VALID"
"1779","20061203000000001779","+255710001779","VALID"
"1780","20100216000000001780","+255710001780","VALID"
"1781","19920516000000001781","+255710001781","VALID"
"1782","20150226000000001782","+255710001782","VALID"
"1783","19950801000000001783","+255710001783","VALID"
"1784","19860310000000001784","+255710001784","CORRUPTED"
"1785","20060131000000001785","+255710001785","VALID"
"1786","19910414000000001786","+255710001786","VALID"
"1787","19670411000000001787","+255710001787","WARNING"
"1788","19910502000000001788","+255710001788","VALID"
"1789","20150629000000001789","+255710001789","VALID"
"1790","19810702000000001790","+255710001790","WARNING"
"1791","19910924000000001791","+255710001791","VALID"
"1792","19740605000000001792","+255710001792","VALID"
"1793","19830108000000001793","+255710001793","VALID"
"1794","19900211000000001794","+255710001794","VALID"
"1795","19770331000000001795","+255710001795","VALID"
"1796","19880817000000001796","+255710001796","VALID"
"1797","19860922000000001797","+255710001797","CORRUPTED"
"1798","19950515000000001798","+255710001798","CORRUPTED"
"1799","20150711000000001799","+255710001799","WARNING"
"1800","20030407000000001800","+255710001800","VALID"
"1801","19650326000000001801","+255710001801","VALID"
"1802","20151205000000001802","+255710001802","VALID"
"1803","19740201000000001803","+255710001803","VALID"
"1804","20121004000000001804","+255710001804","VALID"
"1805","19710812000000001805","+255710001805","VALID"
"1806","19780511000000001806","+255710001806","VALID"
"1807","19780525000000001807","+255710001807","CORRUPTED"
"1808","19810418000000001808","+255710001808","CORRUPTED"
"1809","19920204000000001809","+255710001809","VALID"
"1810","19960303000000001810","+255710001810","VALID"
"1811","20161114000000001811","+255710001811","VALID"
"1812","20121004000000001812","+255710001812","VALID"
"1813","19770627000000001813","+255710001813","VALID"
"1814","19950115000000001814","+255710001814","VALID"
"1815","19750422000000001815","+255710001815","VALID"
"1816","20001001000000001816","+255710001816","WARNING"
"1817","20061223000000001817","+255710001817","VALID"
"1818","19871114000000001818","+255710001818","VALID"
"1819","19620207000000001819","+255710001819","VALID"
"1820","20050930000000001820","+255710001820","VALID"
"1821","19670906000000001821","+255710001821","VALID"
"1822","19740206000000001822","+255710001822","VALID"
"1823","20150521000000001823","+255710001823","VALID"
"1824","19940228000000001824","+255710001824","VALID"
"1825","19681208000000001825","+255710001825","VALID"
"1826","19850222000000001826","+255710001826","CORRUPTED"
"1827","20010414000000001827","+255710001827","VALID"
"1828","20000605000000001828","+255710001828","VALID"
"1829","19840428000000001829","+255710001829","VALID"
"1830","20040204000000001830","+255710001830","VALID"
"1831","20140313000000001831","+255710001831","VALID"
"1832","19880512000000001832","+255710001832","VALID"
"1833","20130207000000001833","+255710001833","VALID"
"1834","20110906000000001834","+255710001834","VALID"
"1835","20130818000000001835","+255710001835","VALID"
"1836","19660402000000001836","+255710001836","VALID"
"1837","19790815000000001837","+255710001837","VALID"
"1838","20000721000000001838","+255710001838","VALID"
"1839","19841025000000001839","+255710001839","VALID"
"1840","20130131000000001840","+255710001840","VALID"
"1841","20080718000000001841","+255710001841","VALID"
"1842","19740217000000001842","+255710001842","VALID"
"1843","19671125000000001843","+255710001843","VALID"
"1844","19870104000000001844","+255710001844","WARNING"
"1845","20160420000000001845","07123","WARNING"
"1846","19730522000000001846","+255710001846","WARNING"
"1847","20081115000000001847","+255710001847","VALID"
"1848","20061003000000001848","+255710001848","VALID"
"1849","19770122000000001849","+255710001849","VALID"
"1850","20180315000000001850","+255710001850","VALID"
"1851","20010707000000001851","+255710001851","VALID"
"1852","19911225000000001852","+255710001852","VALID"
"1853","20141021000000001853","+255710001853","VALID"
"1854","19620305000000001854","+255710001854","VALID"
"1855","20041208000000001855","+255710001855","VALID"
"1856","19711125000000001856","+255710001856","VALID"
"1857","19920114000000001857","+255710001857","VALID"
"1858","19990123000000001858","+255710001858","VALID"
"1859","19850906000000001859","+255710001859","VALID"
"1860","20171121000000001860","+255710001860","VALID"
"1861","19790116000000001861","+255710001861","VALID"
"1862","19730327000000001862","+255710001862","WARNING"
"1863","20050721000000001863","+255710001863","VALID"
"1864","19711125000000001864","+255710001864","VALID"
"1865","20090303000000001865","+255710001865","VALID"
"1866","19761001000000001866","+255710001866","VALID"
"1867","19790816000000001867","+255710001867","VALID"
"1868","19701011000000001868","+255710001868","VALID"
"1869","19890910000000001869","+255710001869","VALID"
"1870","20191215000000001870","+255710001870","VALID"
"1871","19920905000000001871","+255710001871","VALID"
"1872","19970722000000001872","+255710001872","VALID"
"1873","20030316000000001873","+255710001873","VALID"
"1874","19691009000000001874","+255710001874","CORRUPTED"
"1875","20171002000000001875","+255710001875","VALID"
"1876","19990215000000001876","+255710001876","VALID"
"1877","20120122000000001877","+255710001877","VALID"
"1878","20030214000000001878","+255710001878","VALID"
"1879","19890504000000001879","+255710001879","VALID"
"1880","19740607000000001880","+255710001880","VALID"
"1881","20050628000000001881","+255710001881","VALID"
"1882","19700817000000001882","+255710001882","VALID"
"1883","19990909000000001883","+255710001883","VALID"
"1884","19981226000000001884","+255710001884","CORRUPTED"
"1885","19680102000000001885","+255710001885","VALID"
"1886","19921227000000001886","+255710001886","VALID"
"1887","19870130000000001887","+255710001887","VALID"
"1888","19720107000000001888","+255710001888","VALID"
"1889","19661006000000001889","+255710001889","VALID"
"1890","20150729000000001890","07123","WARNING"
"1891","19830418000000001891","+255710001891","VALID"
"1892","19660929000000001892","+255710001892","WARNING"
"1893","19600825000000001893","+255710001893","WARNING"
"1894","20041022000000001894","+255710001894","VALID"
"1895","20140816000000001895","+255710001895","VALID"
"1896","19981006000000001896","+255710001896","VALID"
"1897","19600223000000001897","+255710001897","VALID"
"1898","19890424000000001898","+255710001898","VALID"
"1899","20141109000000001899","+255710001899","VALID"
"1900","19970411000000001900","+255710001900","VALID"
"1901","20190418000000001901","+255710001901","VALID"
"1902","19960401000000001902","+255710001902","VALID"
"1903","19600322000000001903","+255710001903","VALID"
"1904","19681025000000001904","+255710001904","VALID"
"1905","20050815000000001905","+255710001905","CORRUPTED"
"1906","20150511000000001906","+255710001906","CORRUPTED"
"1907","19861118000000001907","+255710001907","VALID"
"1908","19950212000000001908","+255710001908","CORRUPTED"
"1909","19890522000000001909","+255710001909","VALID"
"1910","19650811000000001910","+255710001910","VALID"
"1911","20150702000000001911","+255710001911","VALID"
"1912","19890220000000001912","+255710001912","WARNING"
"1913","19961015000000001913","+255710001913","VALID"
"1914","20190826000000001914","+255710001914","VALID"
"1915","19820608000000001915","+255710001915","VALID"
"1916","19650512000000001916","+255710001916","VALID"
"1917","20030316000000001917","+255710001917","VALID"
"1918","20070824000000001918","+255710001918","VALID"
"1919","19720303000000001919","+255710001919","VALID"
"1920","19810123000000001920","07123","WARNING"
"1921","19911017000000001921","+255710001921","VALID"
"1922","20170902000000001922","+255710001922","VALID"
"1923","20110810000000001923","+255710001923","VALID"
"1924","19611216000000001924","+255710001924","VALID"
"1925","19750404000000001925","+255710001925","WARNING"
"1926","19830819000000001926","+255710001926","VALID"
"1927","20030723000000001927","+255710001927","VALID"
"1928","20181013000000001928","+255710001928","VALID"
"1929","20200113000000001929","+255710001929","VALID"
"1930","20190401000000001930","+255710001930","VALID"
"1931","20140602000000001931","+255710001931","VALID"
"1932","19821019000000001932","+255710001932","VALID"
"1933","19671125000000001933","+255710001933","VALID"
"1934","20020528000000001934","+255710001934","VALID"
"1935","19820112000000001935","+255710001935","CORRUPTED"
"1936","20090913000000001936","+255710001936","VALID"
"1937","19681214000000001937","+255710001937","VALID"
"1938","20150208000000001938","+255710001938","VALID"
"1939","19760301000000001939","+255710001939","VALID"
"1940","19720929000000001940","+255710001940","VALID"
"1941","19620428000000001941","+255710001941","VALID"
"1942","19610130000000001942","+255710001942","VALID"
"1943","19690604000000001943","+255710001943","VALID"
"1944","19781129000000001944","+255710001944","CORRUPTED"
"1945","19920920000000001945","+255710001945","CORRUPTED"
"1946","19830722000000001946","+255710001946","VALID"
"1947","19671009000000001947","+255710001947","VALID"
"1948","19761226000000001948","+255710001948","VALID"
"1949","19990925000000001949","+255710001949","VALID"
"1950","20130308000000001950","07123","WARNING"
"1951","19890718000000001951","+255710001951","WARNING"
